QuerySeq_1,gi|746769865|gb|KM977858.1|,QuerySeq_1,KM977858.1,100,405,0,0,1,405,79,483,0,745,"Didymium minus isolate MYX75 18S ribosomal RNA gene, partial sequence",Didymium minus,31-JAN-2015,"Hoppe,T., Schnittler,M. Characterization of myxomycetes in two different soils by TRFLP-analysis of partial 18S rRNA gene sequences",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Didymiaceae,Didymium,
QuerySeq_1,gi|910265857|gb|KT358698.1|,QuerySeq_1,KT358698.1,98.276,406,6,1,1,405,38,443,0,712,"Physarum robustum voucher sc22749 nuclear small subunit ribosomal RNA gene, partial sequence",Physarum robustum,08-MAR-2017,"Feng,Y., Schnittler,M. Molecular or morphological species? Myxomycete diversity in a deciduous forest of northeastern Germany",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|399147256|gb|JX035989.1|,QuerySeq_1,JX035989.1,98.276,406,6,1,1,405,68,473,0,712,"Physarum leucophaeum strain LE 47431 18S ribosomal RNA gene, partial sequence",Physarum leucophaeum,10-JAN-2013,"Novozhilov,Y.K., Okun,M.V., Erastova,D.A., Schepin,O.N., Schnittler,M., Zemljanskaya,I.V. Description, culture and molecular phylogeny of a new xerotolerant species of Physarum (Myxomycetes)",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|226232348|gb|DQ903681.2|,QuerySeq_1,DQ903681.2,98.276,406,6,1,1,405,47,452,0,712,"Physarum album voucher AMFD168 small subunit ribosomal RNA gene, partial sequence",Physarum album,18-NOV-2011,"Fiore-Donno,A.M., Meyer,M., Baldauf,S.L., Pawlowski,J. Evolution of dark-spored Myxomycetes (slime-molds): Molecules versus morphology",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|819939319|gb|KP323384.1|,QuerySeq_1,KP323384.1,97.783,406,8,1,1,405,77,482,0,701,"Physarum robustum isolate MYX633b 18S ribosomal RNA gene, partial sequence",Physarum robustum,13-MAY-2015,"Hoppe,T., Schnittler,M. Characterization of myxomycetes in two different soils by TRFLP-analysis of partial 18S rRNA gene sequences",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507375|emb|LT670019.1|,QuerySeq_1,LT670019.1,97.989,348,6,1,5,351,1,348,4.11E-169,604,"Physarum sp. partial 18S rRNA gene, specimen voucher Sc22057",Physarum sp.,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,unclassified Physarum
QuerySeq_1,gi|1133507376|emb|LT670020.1|,QuerySeq_1,LT670020.1,97.701,348,7,1,5,351,1,348,1.91E-167,599,"Physarum sp. partial 18S rRNA gene, specimen voucher Sc22065",Physarum sp.,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,unclassified Physarum
QuerySeq_1,gi|399147255|gb|JX035988.1|,QuerySeq_1,JX035988.1,90.418,407,36,3,1,405,37,442,5.47E-148,534,"Physarum notabile strain LE 47491 18S ribosomal RNA gene, partial sequence",Physarum notabile,10-JAN-2013,"Novozhilov,Y.K., Okun,M.V., Erastova,D.A., Schepin,O.N., Schnittler,M., Zemljanskaya,I.V. Description, culture and molecular phylogeny of a new xerotolerant species of Physarum (Myxomycetes)",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|910265855|gb|KT358696.1|,QuerySeq_1,KT358696.1,89.163,406,41,3,2,405,39,443,4.29E-139,505,"Physarum cf. notabile MS-2015 voucher sc22968 nuclear small subunit ribosomal RNA gene, partial sequence",Physarum cf. notabile MS-2015,08-MAR-2017,"Feng,Y., Schnittler,M. Molecular or morphological species? Myxomycete diversity in a deciduous forest of northeastern Germany",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507931|emb|LT670573.1|,QuerySeq_1,LT670573.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE255709",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507930|emb|LT670572.1|,QuerySeq_1,LT670572.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE255708",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507929|emb|LT670571.1|,QuerySeq_1,LT670571.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE255707",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507928|emb|LT670570.1|,QuerySeq_1,LT670570.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE255705",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507927|emb|LT670569.1|,QuerySeq_1,LT670569.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE255704",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507865|emb|LT670507.1|,QuerySeq_1,LT670507.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE266190",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507864|emb|LT670506.1|,QuerySeq_1,LT670506.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE265496",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507862|emb|LT670504.1|,QuerySeq_1,LT670504.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE265491",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507861|emb|LT670503.1|,QuerySeq_1,LT670503.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE265476",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507860|emb|LT670502.1|,QuerySeq_1,LT670502.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE265464",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507859|emb|LT670501.1|,QuerySeq_1,LT670501.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE265457",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507858|emb|LT670500.1|,QuerySeq_1,LT670500.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE259651",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507817|emb|LT670459.1|,QuerySeq_1,LT670459.1,88.825,349,36,3,5,351,1,348,9.56E-116,427,"Physarum notabile partial 18S rRNA gene, specimen voucher LE255711",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507816|emb|LT670458.1|,QuerySeq_1,LT670458.1,88.539,349,37,3,5,351,1,348,4.45E-114,422,"Physarum notabile partial 18S rRNA gene, specimen voucher LE255710",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
QuerySeq_1,gi|1133507863|emb|LT670505.1|,QuerySeq_1,LT670505.1,88.252,349,38,3,5,351,1,348,2.07E-112,416,"Physarum notabile partial 18S rRNA gene, specimen voucher LE265493",Physarum notabile,18-JAN-2017,"Dahl,M., Brejnrod,A., Unterseher,M., Hoppe,T., Feng,Y., Novozhilov,Y., Soerensen,S., Schnittler,M. Genetic barcoding of dark-spored myxomycete, Species identification threshold, application and evaluation",Eukaryota,Amoebozoa,Mycetozoa,Myxogastria,Myxogastromycetidae,Physariida,Physaraceae,Physarum,
